file_name,paragraph_name,query,value
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究,BD-1·初次沟通/沟通前准备/品类研究在完成了对品牌企业提供的初筛材料和有限的基础数据的学习后，BD项目负责人应该已经对企业的单店模型和未来规划有了最基础的了解。然而，在获取信息之后，怎样让这些有限的信息发挥最大效用呢？“不怕不识货，就怕货比货”——用同业数据进行横向对比，了解品牌企业在行业中的表现情况，才能在初次沟通中，更加有针对性、并体现我们的专业性。具体操作流程上，同业对比一般分为以下步骤：具体实施如下：,BD-1·初次沟通/沟通前准备/品类研究在完成了对品牌企业提供的初筛材料和有限的基础数据的学习后，BD项目负责人应该已经对企业的单店模型和未来规划有了最基础的了解。然而，在获取信息之后，怎样让这些有限的信息发挥最大效用呢？“不怕不识货，就怕货比货”——用同业数据进行横向对比，了解品牌企业在行业中的表现情况，才能在初次沟通中，更加有针对性、并体现我们的专业性。具体操作流程上，同业对比一般分为以下步骤：具体实施如下：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/品类判断,BD-1·初次沟通/沟通前准备/品类研究/品类判断品类判断不需要非常的详尽的判断，一般来讲可以通过品牌企业的初筛材料快速判断。如果出现难以判断的情况下可以先依赖于全流程系统中该企业的品类分类。具体品类划分规则，参见：《业务指南/投资发展中心/品类研究·品类划分自动化》。,BD-1·初次沟通/沟通前准备/品类研究/品类判断品类判断不需要非常的详尽的判断，一般来讲可以通过品牌企业的初筛材料快速判断。如果出现难以判断的情况下可以先依赖于全流程系统中该企业的品类分类。具体品类划分规则，参见：《业务指南/投资发展中心/品类研究·品类划分自动化》。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/经验学习,BD-1·初次沟通/沟通前准备/品类研究/经验学习一般而言，可以通过以下三种方式详细学习行业品类知识：,BD-1·初次沟通/沟通前准备/品类研究/经验学习一般而言，可以通过以下三种方式详细学习行业品类知识：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/经验学习/品类知识库,BD-1·初次沟通/沟通前准备/品类研究/经验学习/品类知识库滴灌通数据研究院同事已经为BD同事准备好了大量的品类分析和重点知识，可以从企微工作台-办公自动化-MCI品类知识库（测试）中进入。可以在其中学习到详尽的品类知识、同业对比，品类重点或特殊数据指标等。操作如下：,BD-1·初次沟通/沟通前准备/品类研究/经验学习/品类知识库滴灌通数据研究院同事已经为BD同事准备好了大量的品类分析和重点知识，可以从企微工作台-办公自动化-MCI品类知识库（测试）中进入。可以在其中学习到详尽的品类知识、同业对比，品类重点或特殊数据指标等。操作如下：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/经验学习/合作备忘录,BD-1·初次沟通/沟通前准备/品类研究/经验学习/合作备忘录多数情况下，我们也可以通过参考已完成投委会审批的历史项目的合作备忘录，来进行学习，具体入口如下：【操作】：点击进入品牌企业拓展流程进度70%或以上企业的合作备批准部分，进行学习；【操作】：①在备忘录页面重点学习品类分析及主要风险部分的品类指标和主要风险；②在附件页面重点学习品类研究的部分。,BD-1·初次沟通/沟通前准备/品类研究/经验学习/合作备忘录多数情况下，我们也可以通过参考已完成投委会审批的历史项目的合作备忘录，来进行学习，具体入口如下：【操作】：点击进入品牌企业拓展流程进度70%或以上企业的合作备批准部分，进行学习；【操作】：①在备忘录页面重点学习品类分析及主要风险部分的品类指标和主要风险；②在附件页面重点学习品类研究的部分。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/经验学习/网络渠道,BD-1·初次沟通/沟通前准备/品类研究/经验学习/网络渠道通过在“百度”等搜索引擎或“发现报告”等网站查阅研报（艾瑞、投豹、投行研报等）等行业资讯（关键词：“XXX品类行业报告”、“20XX年XXX行业白皮书”等），熟悉行业基本知识、术语及常见指标，提升行业认知，避免在初谈过程中出现理解偏差而显得不专业；,BD-1·初次沟通/沟通前准备/品类研究/经验学习/网络渠道通过在“百度”等搜索引擎或“发现报告”等网站查阅研报（艾瑞、投豹、投行研报等）等行业资讯（关键词：“XXX品类行业报告”、“20XX年XXX行业白皮书”等），熟悉行业基本知识、术语及常见指标，提升行业认知，避免在初谈过程中出现理解偏差而显得不专业；
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/品类研究/同业对比,BD-1·初次沟通/沟通前准备/品类研究/同业对比通过以上列举渠道的学习，对品牌企业所处的品类进行重点知识了解。一般来说，可在后续初次沟通中进行针对性的沟通。通过学习行业品类知识，可以在初次沟通中有更多的知识储备，避免出现词不达意或是无法接话的情况；另外也可更有针对性的准备问题，或在沟通中提及一些行业的相关指标，拉近和企业的距离，并展现自身的专业性，例如：①“XX总，关于咱们销售的鲜食部分占整体销售占比能达到多少呢？损耗率能到多少呢？”（关注重点指标）②“像我们了解到的折扣赛道行业平均毛利在17-25之间，咱们这边是怎么做到30%的呢？”（行业数据对比）③“咱们这边的鲜食销售占比暂时只有20%，这个其实还没到XXX品类的一个均值，这说明未来还有比较大的发展空间。”（行业均值）④“您的这个数据要明显好于XXX品牌的，这在行业里面已经是非常优秀了”（拉近距离，体现专业度）……,BD-1·初次沟通/沟通前准备/品类研究/同业对比通过以上列举渠道的学习，对品牌企业所处的品类进行重点知识了解。一般来说，可在后续初次沟通中进行针对性的沟通。通过学习行业品类知识，可以在初次沟通中有更多的知识储备，避免出现词不达意或是无法接话的情况；另外也可更有针对性的准备问题，或在沟通中提及一些行业的相关指标，拉近和企业的距离，并展现自身的专业性，例如：①“XX总，关于咱们销售的鲜食部分占整体销售占比能达到多少呢？损耗率能到多少呢？”（关注重点指标）②“像我们了解到的折扣赛道行业平均毛利在17-25之间，咱们这边是怎么做到30%的呢？”（行业数据对比）③“咱们这边的鲜食销售占比暂时只有20%，这个其实还没到XXX品类的一个均值，这说明未来还有比较大的发展空间。”（行业均值）④“您的这个数据要明显好于XXX品牌的，这在行业里面已经是非常优秀了”（拉近距离，体现专业度）……
1.初次沟通-202310.docx,BD-1·初次沟通/沟通前准备/准备开会,BD-1·初次沟通/沟通前准备/准备开会良好的第一印象是与品牌企业高效推进合作的基础，首次会议当天BD需着装大方得体，体现专业度具体步骤如下：①会议开始前1小时，完成针对性问题的整理。在初谈时针对梳理出来的关键问题进行提问和沟通②会议开始前15分钟，在企微群内提醒与会人员参会。③会议开始前5分钟，进入会议或到达约定地点。若为线上会议需主动开启摄像头并设置好虚拟背景。并对与会人员，介绍当日议程及时间安排。,BD-1·初次沟通/沟通前准备/准备开会良好的第一印象是与品牌企业高效推进合作的基础，首次会议当天BD需着装大方得体，体现专业度具体步骤如下：①会议开始前1小时，完成针对性问题的整理。在初谈时针对梳理出来的关键问题进行提问和沟通②会议开始前15分钟，在企微群内提醒与会人员参会。③会议开始前5分钟，进入会议或到达约定地点。若为线上会议需主动开启摄像头并设置好虚拟背景。并对与会人员，介绍当日议程及时间安排。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施,BD-1·初次沟通/沟通实施初次沟通的实施，主要包括一下几个环节：①滴灌通向品牌企业介绍自身情况；②由品牌企业介绍自身现状和发展过程；③针对双方对关注的问题进行深度交流。,BD-1·初次沟通/沟通实施初次沟通的实施，主要包括一下几个环节：①滴灌通向品牌企业介绍自身情况；②由品牌企业介绍自身现状和发展过程；③针对双方对关注的问题进行深度交流。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）沟通开始后，经过双方简要的自我介绍，即开始由BD向品牌企业对接人宣讲我方PPT材料。PPT讲解是初次沟通的开篇，是给品牌方留下第一印象的重中之重，好的介绍可以确保品牌方在后续项目推进中不会对我们的模式和要求产生误解。【注意事项】：①PPT讲解由BD同事独立完成，可以给对面留下一个好印象：更好的记住BD项目负责人，并且留下专业精干的印象。②如在讲解过程中语焉不详、给对方参会者留下BD乃至于滴灌通“不专业”的印象，将会给后续项目推进，增加极大的困难。因此，好的PPT讲解，是初次沟通的重要部分。根据经验，好的讲解一般包含两个目标，即，向品牌方重点讲解下述两方面内容：Why–重点说明：为什么双方应该合作、为什么品牌需要我们的资金；How–重点说明：双方怎么推进合作，重要的时间节点是什么从具体操作上来讲我们又可以把Why和How拆解成四个环节：,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）沟通开始后，经过双方简要的自我介绍，即开始由BD向品牌企业对接人宣讲我方PPT材料。PPT讲解是初次沟通的开篇，是给品牌方留下第一印象的重中之重，好的介绍可以确保品牌方在后续项目推进中不会对我们的模式和要求产生误解。【注意事项】：①PPT讲解由BD同事独立完成，可以给对面留下一个好印象：更好的记住BD项目负责人，并且留下专业精干的印象。②如在讲解过程中语焉不详、给对方参会者留下BD乃至于滴灌通“不专业”的印象，将会给后续项目推进，增加极大的困难。因此，好的PPT讲解，是初次沟通的重要部分。根据经验，好的讲解一般包含两个目标，即，向品牌方重点讲解下述两方面内容：Why–重点说明：为什么双方应该合作、为什么品牌需要我们的资金；How–重点说明：双方怎么推进合作，重要的时间节点是什么从具体操作上来讲我们又可以把Why和How拆解成四个环节：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）/背景介绍,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）/背景介绍背景介绍的本质是秀肌肉。让品牌方对滴灌通的运营管理能力以及资金实力有一个初步了解，从气势上压倒对方。在合作初期，就建立起我们是甲方，品牌方是乙方的合作基础。这对未来的沟通谈判，至关重要！如果背景介绍秀的肌肉不够强，导致品牌方误认为我们是个小资方或者是一个有一定规模的加盟商（这种情况比想象中更加常见），未来的沟通一定会非常艰难，尤其在法务条款与商务谈判上，会出现很多的阻力。具体操作上，背景介绍可以分为三个大的板块，按顺序介绍：【工具包】：1、具体介绍，参见视频课程《公司介绍》。,BD-1·初次沟通/沟通实施/我方介绍自身情况（PPT讲解）/背景介绍背景介绍的本质是秀肌肉。让品牌方对滴灌通的运营管理能力以及资金实力有一个初步了解，从气势上压倒对方。在合作初期，就建立起我们是甲方，品牌方是乙方的合作基础。这对未来的沟通谈判，至关重要！如果背景介绍秀的肌肉不够强，导致品牌方误认为我们是个小资方或者是一个有一定规模的加盟商（这种情况比想象中更加常见），未来的沟通一定会非常艰难，尤其在法务条款与商务谈判上，会出现很多的阻力。具体操作上，背景介绍可以分为三个大的板块，按顺序介绍：【工具包】：1、具体介绍，参见视频课程《公司介绍》。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/                2、交易所话术指南。,BD-1·初次沟通/沟通实施/                2、交易所话术指南。3、交易所FAQ。,BD-1·初次沟通/沟通实施/                2、交易所话术指南。3、交易所FAQ。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/模式介绍,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/模式介绍滴灌通的收入分成模式是一种全新的投资概念——虽然在实业当中联营模式本身已经趋近成熟，但滴灌通是首个将这种模式应用于实体门店的投资平台，也是首个链接海外专业投资人资本和境内实体门店的投资渠道。在初次沟通中，务必保证品牌方理解我们的投资模式，重点厘清收入分成模式和传统股权投资以及债权投资的区别，不要误解成明股实债或者先本付息贷款的模式，否则对方可能会陷入资金利用率、资金成本、年化利率等误区，而忽略我们承担门店运营以及闭店风险的资金优势。也会给后续分成方案的谈判，造成极大的障碍。综上所述，收入分成的本质是用门店未来的现金流，置换新店开店/供应链升级/运营资金，最适合需要快速抢占市场机会或者高速成长中的品牌。是比股权和债权对门店和品牌都更加友善的资金。,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/模式介绍滴灌通的收入分成模式是一种全新的投资概念——虽然在实业当中联营模式本身已经趋近成熟，但滴灌通是首个将这种模式应用于实体门店的投资平台，也是首个链接海外专业投资人资本和境内实体门店的投资渠道。在初次沟通中，务必保证品牌方理解我们的投资模式，重点厘清收入分成模式和传统股权投资以及债权投资的区别，不要误解成明股实债或者先本付息贷款的模式，否则对方可能会陷入资金利用率、资金成本、年化利率等误区，而忽略我们承担门店运营以及闭店风险的资金优势。也会给后续分成方案的谈判，造成极大的障碍。综上所述，收入分成的本质是用门店未来的现金流，置换新店开店/供应链升级/运营资金，最适合需要快速抢占市场机会或者高速成长中的品牌。是比股权和债权对门店和品牌都更加友善的资金。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/合作流程,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/合作流程在向品牌方介绍完滴灌通模式之后，双方已经对合作基础有了一些共识，接下来BD项目负责人的重点就应该从Why聚焦到How。其中第一要务，是让双方对推进项目的流程和重要时间节点达成共识，并对项目相关人员进行确认，避免出现品牌方对接人过多，产生踢皮球或者不回复的状况。一般来说，可分为三个维度，介绍合作流程：具体步骤：介绍具体合作流程、以及需要品牌方配合的工作内容；②涉及团队：让品牌方的管理团队确认项目直属负责人，杜绝权责不清的问题；③时间节点：通过确认企业资金需求数量及紧迫性，倒推项目时间线。并对关键流程节点达成一个预计交付时间的共识。,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/合作流程在向品牌方介绍完滴灌通模式之后，双方已经对合作基础有了一些共识，接下来BD项目负责人的重点就应该从Why聚焦到How。其中第一要务，是让双方对推进项目的流程和重要时间节点达成共识，并对项目相关人员进行确认，避免出现品牌方对接人过多，产生踢皮球或者不回复的状况。一般来说，可分为三个维度，介绍合作流程：具体步骤：介绍具体合作流程、以及需要品牌方配合的工作内容；②涉及团队：让品牌方的管理团队确认项目直属负责人，杜绝权责不清的问题；③时间节点：通过确认企业资金需求数量及紧迫性，倒推项目时间线。并对关键流程节点达成一个预计交付时间的共识。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/案例讲解,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/案例讲解在对合作流程达成共识后，如果品牌方提出希望多了解我们的实际合作情况，BD应该进行案例讲解。注意：需要向对方明确案例不代表实际落地方案的确认与保证。实操中，BD可通过以下两种方式讲述案例，以确保在对方理解滴灌通模式的基础上，即不做出实际承诺、也不触发对其他合作品牌的保密义务。,BD-1·初次沟通/沟通实施/                2、交易所话术指南。/案例讲解在对合作流程达成共识后，如果品牌方提出希望多了解我们的实际合作情况，BD应该进行案例讲解。注意：需要向对方明确案例不代表实际落地方案的确认与保证。实操中，BD可通过以下两种方式讲述案例，以确保在对方理解滴灌通模式的基础上，即不做出实际承诺、也不触发对其他合作品牌的保密义务。
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身BD项目负责人介绍完滴灌通情况后，可邀请品牌企业对接人也介绍一遍企业的情况，并预埋合作切入点，主要从以下三个方面展开：,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身BD项目负责人介绍完滴灌通情况后，可邀请品牌企业对接人也介绍一遍企业的情况，并预埋合作切入点，主要从以下三个方面展开：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身/客群定位,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身/客群定位不同品牌定位会出现不同类型的选址和差异化的单店模型，需根据实际情况进行了解和询问：,BD-1·初次沟通/沟通实施/邀请品牌企业介绍自身/客群定位不同品牌定位会出现不同类型的选址和差异化的单店模型，需根据实际情况进行了解和询问：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/双方深度交流,BD-1·初次沟通/沟通实施/双方深度交流在品牌企业介绍自身发展情况的时候，BD应该记录沟通中发现的问题或是对方表述不够清晰的部分，并深入进行了解；在此之后应该向品牌企业确认：对方是否有任何不清楚的地方，并进行针对性解释。以下为一些常见问题：,BD-1·初次沟通/沟通实施/双方深度交流在品牌企业介绍自身发展情况的时候，BD应该记录沟通中发现的问题或是对方表述不够清晰的部分，并深入进行了解；在此之后应该向品牌企业确认：对方是否有任何不清楚的地方，并进行针对性解释。以下为一些常见问题：
1.初次沟通-202310.docx,BD-1·初次沟通/沟通实施/沟通结束与跟进,BD-1·初次沟通/沟通实施/沟通结束与跟进在确认对方没有后续问题后，我方应该进入会议总结环节。在会议总结期间双方应该确认以下信息：,BD-1·初次沟通/沟通实施/沟通结束与跟进在确认对方没有后续问题后，我方应该进入会议总结环节。在会议总结期间双方应该确认以下信息：
1.初次沟通-202310.docx,BD-1·初次沟通/了解对方融资诉求/1、企业诉求-机会/风险,BD-1·初次沟通/了解对方融资诉求/1、企业诉求-机会/风险BD需在前期若干轮沟通中，充分了解节点企业与滴灌通合作的诉求，并与铁三角团队同步企业基本情况。初步沟通内容：企业的合作诉不同求、我方合作机会、潜在风险及关注事项区分不同企业的发展阶段/拓店模式及合作需求；,BD-1·初次沟通/了解对方融资诉求/1、企业诉求-机会/风险BD需在前期若干轮沟通中，充分了解节点企业与滴灌通合作的诉求，并与铁三角团队同步企业基本情况。初步沟通内容：企业的合作诉不同求、我方合作机会、潜在风险及关注事项区分不同企业的发展阶段/拓店模式及合作需求；
1.初次沟通-202310.docx,BD-1·初次沟通/后续模块/立项判断,BD-1·初次沟通/后续模块/立项判断在完成初次沟通后，BD应该进行一个基础的立项判断，一般初次沟通后的立项判断仅考虑品牌企业是否触发和滴灌通合作的红线，常见红线如下：,BD-1·初次沟通/后续模块/立项判断在完成初次沟通后，BD应该进行一个基础的立项判断，一般初次沟通后的立项判断仅考虑品牌企业是否触发和滴灌通合作的红线，常见红线如下：
